제목,감성
삼성전자의 올해 휴대폰 출하량은 전년 1억6천만대보다 25% 증가한 2억대로 추정된다.,POSITIVE
올해 다른 휴대폰 케이스업체는 국내 생산분 감소와 평균판매단가 하락 그리고 저가비중 증가로 영업이익률이 감소하고 있다.,NEGATIVE
신양의 경우는 매출액이 크게 증가하지 않은 상황에서 이런 요인들과 수율악화가 복합적으로 작용하여 다른 휴대폰 케이스업체보다 실적이 크게 하락하였다.,NEGATIVE
"CJ제일제당이 대두, 원당, 원맥, 옥수수 등의 곡물을 연간 8억달러 이상 수입하고 있기 때문이다.",NEUTRAL
"신한이엔씨의 사업 영역은 제철설비(Cokes 이동 설비), 환경설비, Oil Sand 관련 설비 등 설계가 주 업무이다.",NEUTRAL
"합병 후 케이아이씨는 제철 플랜트(Cokes 이동 설비, 제강 설비, 하드페이싱), 석유화학 플랜트(가열로), 원자력 발전(Nukon 시스템), 환경 설비(집진 장치), Oil Sand, 그리고 플랜트 공사 부문으로 구성되어 종합 플랜트 전문 기업의 모습으로 변모해갈 전망이다.",NEUTRAL
정부는 2030년까지 국내 LED 산업을 세계 시장 점유율 10%까지 육성하겠다고 발표하였다.,NEUTRAL
대림산업은 해외 플랜트의 설계 마무리와 건자재 가격 상승으로 인해 영업이익률은 전분기 대비 하락할 것으로 전망된다.,NEGATIVE
"해외부문의 매출성장 지속 08년 제일기획의 매출은 5,893억원(14.5% yoy), 영업이익은 538억원(35,4% yoy), 순이익은 725억원(22.9% yoy)으로 추정된다.",POSITIVE
특히 성공적인 해외 비즈니스가 제일기획의 양적 및 질적성장을 견인하고 있다고 판단된다.,POSITIVE
"하나금융측이 전일 공시를 통해 밝힌 태산LCD 파생거래 관련 평가손실은 약 2,861억원이다.",NEGATIVE
따라서 3분기 수출 매출 감소는 KT&G의 수출 전략에 따른 것 이다.,NEGATIVE
"소디프신소재의 3분기 매출액은 시장 기대치(컨센서스 433억원)에는 다소 못 미칠 전망인데, 이는 ① 대형 고객인 반도체, LCD 업체들이 수요 부진으로 어려움을 겪고 있어 재고 확충 수요가 강하지 않고, ② 장기적으로 대형 시장 진입을 위해 재고를 쌓아가는 단계 이기 때문이다.",NEGATIVE
소디프신소재의 영업이익률은 우호적인 환율 동향과 경쟁사 생산 부진 등의 영향으로 전분기 수준을 유지할 것으로 보인다.,NEUTRAL
네오티스의 매출의 증가 가능성이 높은 이유는 샤프트 제작 방식의 변화에 따른 샤프트 제품의 경쟁력에서 찾을 수 있다.,POSITIVE
"티씨케이는 태양전지, 실리콘 카바이드 제품 등 신규 제품 매출이 하반기부터 본격화되면서 고성장 잠재력이 가시권에 들어설 것으로 보인다.",POSITIVE
보수적인 관점에서 LG텔레콤의 08년 9월 해지율을 3.4%대로 가정하더라도 08년 9월 신규가입자 규모는 30만명 수준에 불과하므로 가입자 획득 비용이 08년 2분기 대비 790억원 이상 감소할 것으로 전망된다.,NEGATIVE
이를 통해 주성엔지니어링은 향후 5년간 가파르게 성장할 쏠라셀 장비 시장에 성공적으로 진입하기 위한 기초를 착실하게 다지고 있다고 평가할 수 있다.,NEUTRAL
"더욱 중요한 것은 주성엔지니어링이 과연 쏠라셀 장비의 효율성 개선, 경쟁력 확보를 통해 미래에 전개될 새로운 시장에 성공적으로 진입할 가능성이 있는가 하는 점에 있다.",NEUTRAL
"주성엔지니어링의 3분기 실적은 매출액 623억원, 영업이익 29억원(흑자전환, 영업이익률 4.6%)이다.",POSITIVE
쎌바이오텍은 제약업종에 비해 수익성이 낮아 주가도 상대적으로 싸게 거래되고 있다.,NEGATIVE
"GS건설의 영업가치는 09년 예상 EBITDA 5,760억원에 적정 EBITDA 배수 9.5배를 적용한 5조 4,720억원, 자산가치는 1조 970억원으로 판단한다.",NEUTRAL
하이닉스가 주력으로 생산하고 있는 DRAM과 낸드 플래시 경기 불황으로 공급과잉과이로 인한 가격하락세가 지속되고 있다.,NEGATIVE
이에 따라 하이닉스의 경쟁력과 향후 투자여력에 대한 우려로 인해 인수 주체가 쉽게 나타나지 않을 전망이다.,NEGATIVE
"기아차는 모닝, 로체 이노베이션, 포르테, 쏘울 등 “4연타석 홈런”의 내수 돌풍이다.",POSITIVE
불황속에서도 국내외 판매 증가 및 수익성 개선을 이루어내는 펀더멘탈 개선 모습은 2003년 현대모비스의 펀더멘탈 Upgrade 당시의 Outperform 시기를 연상하게 한다.,POSITIVE
"기아차도 달가워 하지 않는 우선주 Option의 Dilution 논란과, 휴가와 파업으로 인한 생산차질로 3분기 실적 논란이 있다.",NEGATIVE
"LG화학의 투자포인트는 1) 다각화된 사업 구조에 따른 상대적인 수익성 안정, 2) HEV용 2차 전지, 폴리실리콘 등 중장기 성장 동력 보유, 3) 공매도 금지 조치에 따른 주식시장에서의 수급 상황 개선 등이다.",POSITIVE
"석유화학 부분은 유가 하락에 따른 유화 제품 스프레드 축소, 북경 올림픽으로 인한 중국의 수요 감소 등으로 부진했다.",NEGATIVE
"그러나, 제일기획은 국내 미디어사 중 가장 국내 경기의 영향이 적을 것으로 판단된다.",NEUTRAL
"SoP(Sum of the Parts) 방식에 의한 가치를 산정할 때, 디카 사업부문의 적자를 반영하면 31,808원, 미 반영하면 33,711원으로 계산된다(표1 참조).",NEGATIVE
"삼성테크윈의 3분기 실적은 매출액 9,424억원, 영업이익 79억원을 기록할 전망이다.",NEUTRAL
이에 비해 LG전자는 하이엔드 시장에서의 선전으로 수익성 제고와 브랜드 인식 변화의 성과를 거두고 있다.,POSITIVE
경기 영향으로 09년 가전 시장은 기대치를 낮추어야 할 것으로 보이나 LG전자가 강점을 가지고 있는 신흥 시장의 성장으로 LG전자의 경쟁력 강화 국면이 지속될 것으로 보인다.,POSITIVE
"CJ CGV는 사업 구조조정의 생존자로서, 시장 점유율 상승에 기인한 구조적 실적호전 흐름은 2009년에도 지속될 전망이다.",NEUTRAL
비은행 자회사 이익 기여도가 상승하고 있는 것은 신한카드를 비롯한 여타 자회사들의 이익이 꾸준하고 안정적으로 늘어나고 있기 때문이다.,POSITIVE
최근 증권 부문을 강화하기 위한 노력이 진행되고 있다는 점에서 비은행 부문 이익기여도의 강화 추세는 지속될 것으로 판단된다.,POSITIVE
대한한공은 2분기에 연료비가 전년동기대비 80% 이상 증가하면서 영업 적자로 전환되었다.,NEGATIVE
"하이닉스는 8인치 라인 폐쇄에 따른 상각 비용, 환율 상승에 따른 외화부채 평가손 증가에 따라 순손실은 1조원을 상회할 전망이다.",NEGATIVE
상성카드가 최근 은행주 대비 상대적으로 하락폭이 작은 것은 은행산업이 직면하고 있는 credit risk에 비하여 카드가 상대적으로 불확실성이 작기 때문인 것으로 생각된다.,POSITIVE
"물론 경기침체가 장기화되면 삼성카드의 현금서비스, 카드론, 할부금융 등 금융사업 부문에서 연체율이 상승할 가능성이 상존하지만 은행보다는 상대적으로 risk가 크지 않다는 판단이다.",NEUTRAL
제일모직은 3분기 영업이익은 다소 부진할 것으로 예상된다.,NEGATIVE
"제일모직 화학부문(ABS/EP)의 3분기 영업이익은 180억원으로 각각 전년동기 대비 -37.9%,전분기 대비 -21.7%로 감소할 것으로 예상된다.",NEGATIVE
노사갈등의 완만한 해결 시 방송산업 규제 완화로 YTN의 M&A 매력 부각 신문법 및 방송법 개정이 논의 중이다.,NEUTRAL
"더불어 신세계I&C는 전자상거래 부문의 외형확대를 위해 올해 전략적으로 광고 및 판촉비를 확대하고 있고, 3분기에도 지출이 지속되고 있어 영업이익은 저조할 것으로 예상된다.",NEGATIVE
"현대건설의 08년 3분기 매출액, 영업이익은 전년동기 대비 각각 29.2%, 62.3% 증가할 전망.",POSITIVE
"현대건설의 3분기 매출액은 1조 7,720억원, 영업이익은 1,460억원으로 전년동기 대비 각각 29.2%, 62.3% 증가할 전망이다.",POSITIVE
"현대건설의 09년 매출액은 8조 4,410억원, 영업이익은 6,700억원으로 전년대비 각각 18.8%, 12.8% 증가할 전망이다.",POSITIVE
"KT&G는 최근 주식시장을 짓누르는 환율 상승, 물가 상승, 자산가치 하락, 경기 하락과 큰 관계가 없다.",NEUTRAL
"세전이익 증가는 한국인삼공사의 실적 호전에 의한 지분법이익 증가, 환율 상승에 의한 외환수익 증가 등으로 영업외수익이 개선되었기 때문이다.",POSITIVE
하지만 최근 불안정한 세계 경기와 주식시장 상황을 고려하면 두산중공업의 지분 가치 하락이 동사의 Valuation을 손상시킬 것으로 예상된다.,NEGATIVE
"두산중공업의 2008년 3분기 매출액은 전년 동기 대비 66.7% 증가한 1조 5,007억원, 영업이익은 77.7% 증가한 1,061억원이 예상된다.",POSITIVE
이로 인해 에스에프에이는 09년 보다는 2010년 이후의 실적 모멘텀이 좋을 수 있다.,POSITIVE
또한 단기(4분기) 실적 모멘텀이 좋아 절상 추세 전환이 예상되는 원화와 함께 현대차를 매수하는 단기 투자전략도 유망해 보인다.,POSITIVE
"독보적인 이동차 설계 기술력을 갖고 있는 샬케가 설계를 하고 동사가 설비를 제작하여 공급하는 컨소시엄을 맺고 있어서, 해외 시장에서도 경쟁력이 높을 것으로 판단된다.",POSITIVE
케이아이씨는 일본 및 동남아 제철소의 설비 교체 및 신규 투자가 계획되어 있어서 향후 이 부분의 뚜렷한 매출 성장이 기대된다.,POSITIVE
"하지만, 현대차 / 기아차는 원화 약세 수혜로 시장대비outperform 하였음.",POSITIVE
"둘째, 민간업체가 천연가스 도입 판매 사업에 진출하더라도 경쟁 도입에 따른 판매물량 감소가 한국가스공사의 실적악화로 이어지지 않는 구조임.",NEUTRAL
총 40%의 지분을 매각하더라도 최대주주인 한국전력의 지분율은 60%로 여전히 한국전력은 최대주주의 지위를 유지하게 됨.,NEUTRAL
"한국전력의 3분기 실적은 당기순이익 -1,491억원(적자전환)을 기록할 전망이다.",NEGATIVE
휴일수가 적었던 점 역시 그동안 높은 매출성장세를 기록하던 백화점 판매에 부정적으로 작용했고 막판 멜라민 파동까지 겹치면서 예상보다 부진했던 실적을 기록한 것으로 판단된다.,NEGATIVE
"지난달 이마트가 기록한 동일점포 매출증가율 -7%는 최근 유지되고 있던 -2%~3% 수준과 비교할 때 크게 낮아진 것으로 추석 영향과 각종 악재요인들이 겹쳤기 때문이며, 10월 이후부터는 요일지수나 돌발변수 요인들이 적어 기존 수준까지 높아질 것으로 전망되기 때문이다.",NEGATIVE
"리스크는 감소 글로벌 경기 침체, 제품 및 원료 가격 급락 등을 감안하면 2009년 금호석유의 각 사업 부문별 전망은 그다지 긍정적이지 않다.",NEGATIVE
"그럼에도 불구하고 금호석유의 영업이익은 3,583억원으로 전년 대비 소폭이나마 증가할 것으로 기대된다.",POSITIVE
"토목 및 건축부문의 부진은 전년도의 수익성 높은 일부 민자 SOC 프로젝트 기저 효과, 일산 식사지구 WI시티 등 대형 프로젝트 착공으로 인한 원가상승이 주요인으로 추정된다.",NEGATIVE
금호산업의 Put Back Option 이슈와 관련하여 금호그룹 IR이 10월 말에 예정되어 있음으로 결과에 주목할 필요가 있음.,NEUTRAL
"IT 중소형주에 대한 옥석 가리기를 서서히 시작할 때라면, 지금이 바로 네패스를 매수할 적기이다.",POSITIVE
최근 급격한 LCD 업황 악화에 비해 네패스의 실적은 매우 견조한 것으로 나타나고 있다.,NEUTRAL
가장 큰 요인은 삼성전자향 범핑 및 패키징 매출 호조와 해외 매출의 확대에 있다.,NEUTRAL
따라서 대림산업 주가 하락의 촉매가 됐던 유동성 위기에 대한 우려도 최악의 국면은 지났다고 판단한다.,POSITIVE
"지금은 대림산업 주가의 상승 가능성이 하락할 가능성보다 크며, 상승했을 때 상승률이 하락했을 때의 하락률보다 큰 시점이라고 판단한다.",POSITIVE
POSCO의 매출은 컨센서스 대비하여 매출액과 영업이익은 각각 3%와 12% 상회하였다.,POSITIVE
POSCO의 목표주가를 종전보다 11% 하향 조정하는 이유는 2009년 순이익을 11% 하향 조정하기때문이다.,NEGATIVE
포스코의 3분기 실적은 예상대로 사상 최고의 매출액 및 영업이익을 시현하였다.,POSITIVE
우주일렉트로의 3분기 영업 실적은 예상치를 상회하였다.,POSITIVE
"이는 1) 주 고객사인 삼성전자 TV 부문의 출하 호조세가 지속되었고(6~8월 출하량 YoY 47% 증가해 산업 평균인 7%를 크게 상회) 2) 긍정적 환율 효과로 수익성이 개선되었으며(매출의 75%가 달러, 매입은 원화로 결제) 3) 엔화 절상으로 단가 인하의 폭이 예상보다 적었기 때문이다.",POSITIVE
"코오롱의 투자 포인트는 1) 글로벌 경기 침체에도 불구하고 계속되는 이익 증가, 2) 2009년 기대되는 긍정적인 이벤트(FnC합병, 지주사 전환, 대규모 투자 마무리), 3) 지나치게 부풀려진 그룹 재무 리스크의 과도한 주가 반영 등이다.",POSITIVE
코오롱의 2008년 3분기 영업이익은 당사 예상치(306억원)를 소폭 하회하는 297억원을 기록했다.,NEGATIVE
